Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/16/14,transport,transport,2014-06-16T15:33:52-07:00,2014-06-16T16:30:05-07:00,3373,37.648,0,0
6/16/14,walking,walking,2014-06-16T16:34:12-07:00,2014-06-16T16:34:42-07:00,30,0.009,30,0
6/16/14,transport,transport,2014-06-16T18:08:07-07:00,2014-06-16T19:12:43-07:00,3876,43.680,0,0
6/16/14,walking,walking,2014-06-16T19:12:43-07:00,2014-06-16T19:13:41-07:00,58,0.024,78,0
6/16/14,walking,walking,2014-06-16T19:15:08-07:00,2014-06-16T19:18:51-07:00,223,0.236,317,0
6/16/14,walking,walking,2014-06-16T19:18:51-07:00,2014-06-16T19:19:26-07:00,35,0.021,67,0
6/16/14,walking,walking,2014-06-16T21:03:27-07:00,2014-06-16T21:10:19-07:00,412,0.282,829,0
6/16/14,transport,transport,2014-06-16T21:10:19-07:00,2014-06-16T21:15:37-07:00,318,0.930,0,0
6/16/14,walking,walking,2014-06-16T21:18:20-07:00,2014-06-16T21:19:50-07:00,90,0.053,173,0
6/16/14,transport,transport,2014-06-16T21:36:31-07:00,2014-06-16T21:39:49-07:00,198,0.932,0,0
6/16/14,walking,walking,2014-06-16T21:42:20-07:00,2014-06-16T21:46:50-07:00,270,0.170,366,0
6/17/14,walking,walking,2014-06-17T02:26:32-07:00,2014-06-17T02:26:50-07:00,18,0.006,18,0
6/17/14,cycling,cycling,2014-06-17T15:11:52-07:00,2014-06-17T15:17:29-07:00,337,1.028,0,0
6/17/14,walking,walking,2014-06-17T15:18:49-07:00,2014-06-17T15:19:49-07:00,60,0.035,112,0
6/17/14,walking,walking,2014-06-17T17:03:28-07:00,2014-06-17T17:06:53-07:00,205,0.146,273,0
6/17/14,walking,walking,2014-06-17T17:11:28-07:00,2014-06-17T17:12:28-07:00,60,0.030,96,0
6/17/14,transport,transport,2014-06-17T23:35:18-07:00,2014-06-17T23:51:58-07:00,1000,1.001,0,0
6/18/14,transport,transport,2014-06-18T18:05:56-07:00,2014-06-18T18:15:35-07:00,579,1.427,0,0
